study_id	efo_trait	reported_trait	initial_sample	replication_sample	snp_count	publication_date	pubmed_id	title	publication
GCST90043996	intracranial hemorrhage	Intracranial hemorrhage (PheCode 430)	158 European ancestry cases, 456,190 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044002	Cerebral ischemia	Cerebral ischemia (PheCode 433.3)	106 European ancestry cases, 456,242 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044005	atherosclerosis	Atherosclerosis of the extremities (PheCode 440.2)	635 European ancestry cases, 455,713 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044008	digestive system disease	Vascular insufficiency of intestine (PheCode 441)	164 European ancestry cases, 456,184 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044012	aortic aneurysm	Aneurysm of other specified artery (PheCode 442.8)	124 European ancestry cases, 456,224 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044014	peripheral vascular disease	Peripheral angiopathy in diseases classified elsewhere (PheCode 443.7)	227 European ancestry cases, 456,121 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044016	arterial embolism	Arterial embolism and thrombosis of lower extremity artery (PheCode 444.1)	454 European ancestry cases, 455,894 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044020	Arteritis	Arteritis, not otherwise specified (PheCode 446.9)	113 European ancestry cases, 456,235 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044023	event death/family history	Non-accidental death in close genetic family (UKB data field 4501)	38,904 European ancestry cases, 103,594 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044025	phlebitis	Phlebitis and thrombophlebitis of lower extremities (PheCode 451.2)	2,996 European ancestry cases, 453,352 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044027	portal vein thrombosis	Other venous embolism and thrombosis (PheCode 452)	241 European ancestry cases, 456,107 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044031	hemorrhoid	Hemorrhoids (PheCode 455)	16,179 European ancestry cases, 440,169 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044039	sinusitis	Acute sinusitis (PheCode 464)	161 European ancestry cases, 456,187 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044044	hypertrophy	Septal Deviations/Turbinate Hypertrophy (PheCode 470)	4,112 European ancestry cases, 452,236 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044051	disease	Acute tonsillitis (PheCode 474.1)	548 European ancestry cases, 455,800 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044055	epistaxis	Epistaxis or throat hemorrhage (PheCode 477)	2,103 European ancestry cases, 454,245 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044056	throat disease	Throat pain (PheCode 478)	323 European ancestry cases, 456,025 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044057	cochlear implant	Cochlear implant (UKB data field 4792)	135 European ancestry cases, 150,375 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044059	pneumococcal infection	Pneumococcal pneumonia (PheCode 480.11)	4,465 European ancestry cases, 451,883 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044060	typhus	Bacterial pneumonia (PheCode 480.1)	434 European ancestry cases, 455,914 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044061	bronchopneumonia/Lung Abscess	Bronchopneumonia and lung abscess (PheCode 480.5)	297 European ancestry cases, 456,051 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044068	influenza	Influenza (PheCode 481)	248 European ancestry cases, 456,100 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044069	acute bronchitis	Acute bronchitis and bronchiolitis (PheCode 483)	172 European ancestry cases, 456,176 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044076	Airway obstruction	Chronic airway obstruction (PheCode 496)	389 European ancestry cases, 455,959 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044079	pulmonary fibrosis	Postinflammatory pulmonary fibrosis (PheCode 502)	363 European ancestry cases, 455,985 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044080	pulmonary vascular congestion	Pulmonary congestion and hypostasis (PheCode 503)	101 European ancestry cases, 456,247 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044081	respiratory system disease	Other alveolar and parietoalveolar pneumonopathy (PheCode 504)	179 European ancestry cases, 456,169 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044082	pleural empyema	Empyema and pneumothorax (PheCode 506)	637 European ancestry cases, 455,711 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044083	pleural effusion	Pleurisy; pleural effusion (PheCode 507)	1,934 European ancestry cases, 454,414 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044086	Respiratory insufficiency	Respiratory insufficiency (PheCode 509.2)	241 European ancestry cases, 456,107 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044088	irregular respiration	Painful respiration (PheCode 512.2)	190 European ancestry cases, 456,158 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044090	Cough	Cough (PheCode 512.8)	1,286 European ancestry cases, 455,062 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044092	Hyperventilation	Hyperventilation (PheCode 513.4)	139 European ancestry cases, 456,209 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044093	abnormal lung morphology	Abnormal findings examination of lungs (PheCode 514)	1,511 European ancestry cases, 454,837 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044099	abscess	Periapical abscess (PheCode 522.5)	1,026 European ancestry cases, 455,322 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044100	dental pulp disease	Diseases of pulp and periapical tissues (PheCode 522)	532 European ancestry cases, 455,816 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044104	Dental malocclusion	Anomalies of tooth position/malocclusion (PheCode 524.3)	257 European ancestry cases, 456,091 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044106	Odontogenic Cyst	Cysts of the jaws (PheCode 526.1)	274 European ancestry cases, 456,074 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044109	sialadenitis	Sialoadenitis (PheCode 527.2)	350 European ancestry cases, 455,998 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044110	salivary gland disease	Other specified diseases of the salivary glands (PheCode 527.8)	113 European ancestry cases, 456,235 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044113	salivary gland disease	Cyst of the salivary gland (PheCode 528.41)	99 European ancestry cases, 456,249 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044114	mouth disease	Diseases of lips (PheCode 528.5)	661 European ancestry cases, 455,687 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044115	Oral leukoplakia	Leukoplakia of oral mucosa (PheCode 528.6)	312 European ancestry cases, 456,036 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044116	sialolithiasis	Sialolithiasis (PheCode 528.7)	291 European ancestry cases, 456,057 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044118	glossitis	Glossitis (PheCode 529.1)	247 European ancestry cases, 456,101 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044121	esophageal disease	Ulcer of esophagus (PheCode 530.12)	3,856 European ancestry cases, 452,492 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044124	esophageal varices	Esophageal bleeding (varices/hemorrhage) (PheCode 530.2)	957 European ancestry cases, 455,391 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044135	gastric ulcer	Acute gastritis (PheCode 535.1)	750 European ancestry cases, 455,598 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044142	appendicitis	Appendicitis (PheCode 540.1)	564 European ancestry cases, 455,784 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044143	disorder of appendix	Appendiceal conditions (PheCode 540)	130 European ancestry cases, 456,218 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044150	Umbilical hernia	Umbilical hernia (PheCode 550.4)	3,283 European ancestry cases, 453,065 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044153	crohn's disease	Regional enteritis (PheCode 555.1)	1,342 European ancestry cases, 455,006 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044156	gastrointestinal disease	Ulceration of intestine (PheCode 556.1)	301 European ancestry cases, 456,047 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044159	lactose intolerance	Intestinal malabsorption (non-celiac) (PheCode 557)	150 European ancestry cases, 456,198 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044161	ileostomy	Ileostomy status (PheCode 559)	863 European ancestry cases, 455,485 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044165	diarrhea	Diarrhea (PheCode 561.1)	367 European ancestry cases, 455,981 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044174	Abnormality of the abdominal organs	Abnormal findings on exam of gastrointestinal tract/ abdominal area (PheCode 564.8)	1,135 European ancestry cases, 455,213 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044178	anal fissure	Anal and rectal conditions (PheCode 565)	6,784 European ancestry cases, 449,564 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044182	Abnormality of the gastrointestinal tract	Peritoneal adhesions (postoperative) (postinfection) (PheCode 568.1)	549 European ancestry cases, 455,799 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044189	hepatic failure	Liver abscess and sequelae of chronic liver disease (PheCode 571.8)	253 European ancestry cases, 456,095 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044192	Abnormality of the liver	Abnormal results of function study of liver (PheCode 573.7)	734 European ancestry cases, 455,614 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044193	liver disease	Other disorders of liver (PheCode 573)	396 European ancestry cases, 455,952 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044199	Cholangitis	Cholangitis (PheCode 575.1)	359 European ancestry cases, 455,989 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044200	Non-Neoplastic Bile Duct Disorder	Obstruction of bile duct (PheCode 575.2)	545 European ancestry cases, 455,803 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044201	gallbladder disease	Other disorders of gallbladder (PheCode 575.7)	345 European ancestry cases, 456,003 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044206	Pancreatic pseudocyst	Cyst and pseudocyst of pancreas (PheCode 577.3)	268 European ancestry cases, 456,080 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044214	nephrotic syndrome	Nephrotic syndrome without mention of glomerulonephritis (PheCode 580.2)	95 European ancestry cases, 456,253 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044222	kidney failure	Renal failure, not otherwise specified (PheCode 585.2)	235 European ancestry cases, 456,113 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044224	astigmatism	Which eye(s) affected by astigmatism: Right eye (UKB data field 5855_1)	1,793 European ancestry cases, 10,389 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044234	chronic interstitial cystitis	Chronic interstitial cystitis (PheCode 592.13)	240 European ancestry cases, 456,108 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044244	disease	Functional disorders of bladder (PheCode 596.5)	1,362 European ancestry cases, 454,986 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044246	urethral disease	Urethral stricture (not specified as infectious) (PheCode 597.1)	2,700 European ancestry cases, 453,648 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044247	urethral disease	Other disorders of urethra and urinary tract (PheCode 597)	495 European ancestry cases, 455,853 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044252	urinary incontinence	Urinary incontinence (PheCode 599.4)	6,669 European ancestry cases, 449,679 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044261	balanoposthitis	Balanoposthitis (PheCode 601.4)	205 European ancestry cases, 208,603 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044265	ability to walk or cycle unaided for 10 minutes, self-reported	Able to walk or cycle unaided for 10 minutes (UKB data field 6017)	2,419 European ancestry cases, 64,405 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044272	testicular hydrocele	Hydrocele (PheCode 603.1)	1,165 European ancestry cases, 207,643 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044279	Abnormal male internal genitalia morphology	Abnormal spermatozoa (PheCode 609.2)	134 European ancestry cases, 208,674 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044281	breast adenosis	Fibroadenosis of breast (PheCode 610.2)	147 European ancestry cases, 247,393 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044282	breast disease	Fibrosclerosis of breast (PheCode 610.3)	183 European ancestry cases, 247,357 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044292	educational attainment	Qualifications: PHESANT recoding (UKB data field 6138_100)	78,851 European ancestry cases, 372,746 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044301	uterine inflammatory disease	Inflammatory diseases of uterus, except cervix (PheCode 614.4)	159 European ancestry cases, 247,381 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044303	vulvovaginitis	Vaginitis and vulvovaginitis (PheCode 614.52)	261 European ancestry cases, 247,279 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044305	ulceration of vulva	Abscess or ulceration of vulva (PheCode 614.54)	244 European ancestry cases, 247,296 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044325	psychosocial stress measurement	Illness, injury, bereavement, stress in last 2 years: Financial difficulties (UKB data field 6145_6)	52,374 European ancestry cases, 400,872 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044327	hypermetropia	Reason for glasses/contact lenses: For long-sightedness, i.e. for distance and near, but particularly for near tasks like reading (called 'hypermetropia') (UKB data field 6147_2)	18,730 European ancestry cases, 436,924 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044336	Visual loss	Eye problems/disorders: Injury or trauma resulting in loss of vision (UKB data field 6148_3)	2,717 European ancestry cases, 145,262 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044339	eye disease	Eye problems/disorders: Other serious eye condition (UKB data field 6148_6)	8,289 European ancestry cases, 139,690 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044342	gingival disease/facial pain	Mouth/teeth dental problems: Painful gums (UKB data field 6149_2)	13,055 European ancestry cases, 441,510 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044345	toothache	Mouth/teeth dental problems: Toothache (UKB data field 6149_5)	18,555 European ancestry cases, 436,010 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044359	abnormal thrombosis/respiratory system disease/allergic disease	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: PHESANT recoding (UKB data field 6152_100)	309,586 European ancestry cases, 145,863 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044361	chronic bronchitis/emphysema	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Emphysema/chronic bronchitis (UKB data field 6152_6)	7,777 European ancestry cases, 447,672 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044362	abnormal thrombosis/lung disease	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the lung (UKB data field 6152_7)	3,796 European ancestry cases, 451,653 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044363	asthma	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma (UKB data field 6152_8)	52,504 European ancestry cases, 402,945 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044403	pain	Pain type(s) experienced in last month: PHESANT recoding (UKB data field 6159_100)	182,205 European ancestry cases, 273,067 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044404	facial pain	Pain type(s) experienced in last month: Facial pain (UKB data field 6159_2)	8,483 European ancestry cases, 446,789 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044408	hip pain	Pain type(s) experienced in last month: Hip pain (UKB data field 6159_6)	51,504 European ancestry cases, 403,768 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044409	knee pain	Pain type(s) experienced in last month: Knee pain (UKB data field 6159_7)	97,408 European ancestry cases, 357,864 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044418	physical activity measurement	Types of transport used (excluding work): Car/motor vehicle (UKB data field 6162_1)	358,970 European ancestry cases, 94,958 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044424	physical activity measurement	Types of physical activity in last 4 weeks: PHESANT recoding (UKB data field 6164_100)	27,372 European ancestry cases, 426,466 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044434	clinical treatment	Mineral and other dietary supplements: PHESANT recoding (UKB data field 6179_100)	258,456 European ancestry cases, 196,369 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044440	female genital tract fistula	Disorders secondary to childbirth, surgery, trauma (PheCode 617)	181 European ancestry cases, 247,359 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044442	uterine prolapse	Uterine/Uterovaginal prolapse (PheCode 618.2)	4,580 European ancestry cases, 242,960 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044448	disease	Noninflammatory disorders of cervix (PheCode 619.3)	981 European ancestry cases, 246,559 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044450	bartholin gland disease	Noninflammatory disorders of vulva and perineum (PheCode 619.5)	1,144 European ancestry cases, 246,396 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044463	Menstrual disorder	Irregular menstrual bleeding (PheCode 626.14)	2,838 European ancestry cases, 244,702 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044469	menopause	Symptomatic menopause (PheCode 627.2)	125 European ancestry cases, 247,415 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044470	Atrophic Vaginitis/menopause	Postmenopausal atrophic vaginitis (PheCode 627.3)	285 European ancestry cases, 247,255 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044485	multiple gestation	Multiple gestation (PheCode 651)	118 European ancestry cases, 247,422 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044489	placental retention	Complications of labor and delivery NEC (PheCode 669)	2,013 European ancestry cases, 245,527 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044493	environmental factor	Type of accommodation lived in: Sheltered accommodation (UKB data field 670_4)	1,097 European ancestry cases, 453,783 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044499	cellulitis	Cellulitis and abscess of foot, toe (PheCode 681.6)	4,576 European ancestry cases, 451,772 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044502	carbuncle/Furuncle	Carbuncle and furuncle (PheCode 686.1)	2,298 European ancestry cases, 454,050 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044504	lobular capilliary hemangioma	Pyogenic granuloma (PheCode 686.4)	361 European ancestry cases, 455,987 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044505	Erysipelothrix rhusiopathiae infectious disease	Other local infections of skin and subcutaneous tissue (PheCode 686)	745 European ancestry cases, 455,603 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044510	pigmentation disease	Other dyschromia (PheCode 694.2)	666 European ancestry cases, 455,682 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044513	lichen disease	Prurigo and Lichen (PheCode 695.7)	670 European ancestry cases, 455,678 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044516	psoriatic arthritis	Psoriatic arthropathy (PheCode 696.42)	312 European ancestry cases, 456,036 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044519	Pruritus	Pruritus and related conditions (PheCode 698)	326 European ancestry cases, 456,022 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044524	follicular cyst	Other hypertrophic and atrophic conditions of skin (PheCode 701)	1,243 European ancestry cases, 455,105 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044526	seborrheic keratosis	Seborrheic keratosis (PheCode 702.2)	2,684 European ancestry cases, 453,664 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044529	disorder of pilosebaceous unit	Diseases of hair and hair follicles (PheCode 704)	5,290 European ancestry cases, 451,058 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044533	chronic ulcer of skin	Chronic ulcer of skin (PheCode 707)	495 European ancestry cases, 455,853 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
